Route_ID,Starting_Point,Ending_Point,Intermediate_Stops,Distance,Estimated_Travel_Time,Type_of_Transportation,Frequency_of_Service,Time_Schedule,Days_of_Operation,Special_Schedules
R2182,Lake Sabrinaberg,Port Christopher,"['Lake Diamond', 'New Michaelside', 'Emilyside', 'North Michelle', 'New Teresa']",17.520541282179888,51,bus,1,23:08:30,Weekends,
R2183,New Allison,Mikemouth,['South Danielleville'],16.59137373901032,31,tram,1,11:08:13,Weekdays,
R2184,East Lindamouth,Port Toddmouth,"['Crawfordton', 'North Taylor', 'Davidshire']",6.516348445383102,25,subway,4,16:48:59,Weekends,
R2185,Cherryfort,Silvaland,"['Yeseniafurt', 'Brandonstad', 'Biancamouth', 'South Michael']",6.449208253636386,53,tram,1,19:33:20,Weekdays,
R2186,Vincenthaven,Ryanmouth,"['West James', 'South Shelly', 'Charlesmouth', 'Lake Carolyn', 'New Courtney']",9.865787715452631,27,subway,3,08:22:32,Weekdays,
R2187,Wallaceshire,Kristinaberg,"['Barreraborough', 'Kristifort']",10.707293134403734,24,subway,3,19:18:26,Weekends,Which food bring see recognize.
R2188,Maymouth,Richardchester,"['Lake Tonyburgh', 'New Tiffany']",16.983530581086367,60,bus,2,20:14:59,Weekends,
R2189,South Joshua,New Gregorybury,"['West Amandaport', 'Aaronburgh', 'West Jessicaberg']",6.4570753098138045,27,tram,3,01:39:02,Weekends,
R2190,Vegaview,South Martin,"['Victorview', 'Patriciafurt', 'Powellmouth', 'West Christina', 'Rhondahaven']",10.994183132797204,34,tram,5,21:27:51,Weekdays,
R2191,West Jefferyview,North Joeville,"['South Maria', 'West Jared', 'East Taraton']",18.80917735125628,59,tram,1,13:18:00,Weekends,Turn collection born huge close discuss church foreign.
R2192,Ellistown,Michaeltown,['South Michael'],15.620632537520498,57,tram,1,21:19:19,Weekdays,Focus event forget weight former item real.
R2193,East Janet,Lorraineshire,"['North Susan', 'Harrisland']",7.092901928808182,59,tram,5,03:53:35,Weekdays,Before like event realize significant.
R2194,North Phillip,North Meghanshire,"['Brooksville', 'Derekville', 'Port James']",7.892346893051728,58,bus,1,06:40:01,Weekends,
R2195,Derrickfort,Gonzalezhaven,['Omarstad'],11.165206316753281,24,subway,1,08:41:27,Weekends,Another international community foreign without half.
R2196,Robertschester,East Kevin,['North Lisaton'],17.374816817046995,19,subway,4,08:21:55,Weekdays,
R2197,North Frank,Christopherville,"['Tatestad', 'Chamberschester']",8.324058586414642,18,tram,1,22:17:51,Weekends,
R2198,Saraside,East Michaelburgh,"['West Ruth', 'Lake Robertfort', 'Scottport', 'Kimberlyberg']",13.396786564860367,60,bus,3,02:41:02,Weekends,Boy difficult people discover region improve.
R2199,East Richardmouth,West Andrewport,"['Port Michelle', 'Baldwinside']",18.07619380170271,23,subway,4,10:16:01,Weekdays,
R2200,Morganmouth,Rebekahberg,"['New Jessicaville', 'Bakertown']",6.7160161444700535,24,tram,2,17:32:44,Weekdays,Let white mouth nice safe ready minute since.
R2201,Lake Charles,Delacruzville,"['Port Andrewborough', 'Stoutport']",10.634657947920555,26,subway,2,03:39:37,Weekends,
R2202,Brockchester,South Andremouth,"['Wallaceborough', 'Wolfville', 'East Mikeberg', 'Lake John', 'West Michaelstad']",9.765313180149942,42,bus,3,08:55:02,Weekends,
R2203,Lake Todd,West Helen,"['Williamsmouth', 'Nicoleland', 'South Dianemouth', 'Sanfordville', 'Matthewborough']",9.186988978742729,52,bus,4,12:57:10,Weekends,
R2204,Stevenstad,Jeffreybury,"['Martinezville', 'Amberbury', 'Lake Nichole', 'Mendozaville']",14.016506435129816,39,subway,3,21:37:48,Weekdays,Thus test as happen.
R2205,Clarkshire,Whiteside,"['New Faith', 'Sullivanborough']",11.1526349407411,31,tram,2,19:17:05,Weekends,Court summer ability factor TV.
R2206,Bentonton,Norrismouth,"['Rangelstad', 'Lake Tamara', 'Port Bob']",17.833271084230127,55,subway,4,03:59:34,Weekends,Eye dream six reason admit coach drug.
R2207,Lake Regina,Youngmouth,"['New Kathrynmouth', 'Rayshire', 'North Debbie', 'South Sarahburgh', 'Cummingsland']",14.792921300972285,34,bus,4,06:09:43,Weekdays,
R2208,West Cheyenneside,Coletown,['Millermouth'],7.715359792046733,25,bus,4,22:58:04,Weekdays,
R2209,South Mike,Lake Elaine,"['Lake Keithfurt', 'Jacobsmouth', 'Kimshire', 'Lisachester']",15.649936097636429,36,subway,3,00:28:03,Weekends,
R2210,Lake Michael,Donnaborough,"['West Jacquelineland', 'East Derek', 'Lake Evanview', 'South Dana', 'Josephville']",12.647394178172888,28,tram,1,09:36:00,Weekdays,Value skill activity fill believe message economic buy.
R2211,Medinahaven,West Benjamin,"['Jensenburgh', 'Port John', 'South Randallville']",10.88347711875608,25,tram,5,09:35:40,Weekends,Institution school particular new carry not.
R2212,Carlsonfurt,New Kara,"['West William', 'Savageberg']",15.109199328461703,35,subway,1,13:59:30,Weekdays,Officer fill cause rock machine.
R2213,Lake Sarahland,New Christinaville,"['Port Stephen', 'Sherrihaven', 'North Linda']",19.342599212452196,45,subway,3,17:58:22,Weekends,
R2214,North Anthony,Mollyborough,"['West Natalie', 'Lake Colleenshire', 'Myersland', 'Morrisfort', 'Kelseyport']",17.86743243581939,33,tram,4,08:08:08,Weekends,Everyone support fine herself.
R2215,Warnermouth,Kevinland,['South Pamelaside'],19.380330888323897,16,subway,4,17:29:20,Weekdays,
R2216,Hannahbury,Johnsonbury,['North Marieside'],5.760725054503901,27,tram,1,10:53:58,Weekdays,House energy walk week everything together American.
R2217,West Jordan,Port Davidbury,"['Lake Jeremy', 'Cynthiastad', 'Welchmouth']",8.7096517761744,17,tram,1,20:57:56,Weekdays,
R2218,New Victoriaville,Gonzalezbury,"['East Angela', 'Kevinton', 'Ryanville']",8.327089893209976,43,subway,4,01:54:31,Weekends,Interesting candidate black lead American arm time.
R2219,Garciachester,Davidsonchester,"['South Johnfort', 'Michaelmouth', 'Andreaborough']",8.304628644445277,27,tram,2,13:14:05,Weekdays,Present account skin admit.
R2220,Jessicamouth,Codyshire,"['New Katherine', 'Terryland', 'Debbieport']",15.59980221447921,51,subway,1,12:55:30,Weekends,Send certainly role morning much thing.
R2221,Jordantown,West Angel,"['North Thomastown', 'East Jenniferport', 'South Penny']",19.107860220964753,55,subway,2,14:25:35,Weekdays,
R2222,Lake Mariatown,New Brittanyville,"['Angelmouth', 'North Ashley', 'Lake Markmouth', 'Josephberg', 'Phelpsfurt']",8.530442940393561,56,tram,1,02:14:42,Weekdays,
R2223,Lake Randall,New Johnview,['East Ian'],6.868325270757707,42,subway,4,09:47:54,Weekdays,
R2224,North Kelseyborough,Lake Chad,"['Vincentton', 'East Sherylview', 'Port Lisa', 'Port Scottview', 'Austinland']",17.88375477652763,25,bus,4,19:59:58,Weekdays,
R2225,Port Michael,New Cynthia,"['Port Brianbury', 'Penningtonfurt']",7.714640109029458,27,subway,2,05:51:52,Weekends,
R2226,Sarabury,Port Brittany,['North Andrewfort'],17.913834588193012,43,bus,2,06:16:35,Weekends,Big amount kind these.
R2227,East Robert,Maddoxberg,"['Kellyburgh', 'New Denise', 'South Nicholas']",13.295639996973549,36,subway,5,19:07:36,Weekdays,
R2228,New Michael,New Hollyberg,"['East Amy', 'Michaelland', 'New Crystalland', 'Jonesport', 'Vincentbury']",7.6193756225516935,46,subway,2,22:38:18,Weekdays,Idea very send challenge card place their.
R2229,New Linda,Lauriebury,"['Davidchester', 'Phyllisborough']",18.03959300401682,45,subway,3,23:39:30,Weekends,Who job market seek.
R2230,Staffordshire,New Samuelton,"['Vanceside', 'Moralesshire']",19.754686067563853,52,bus,2,07:10:23,Weekdays,
R2231,Johnstonview,Joseland,"['Christopherside', 'West Shawnton', 'East Christopher', 'New Rachelhaven']",9.155241926576897,49,bus,5,03:47:55,Weekdays,
R2232,Alanmouth,Wellsshire,"['Lake Stephanieberg', 'Greenebury']",18.172542193185922,31,bus,3,21:25:33,Weekends,
R2233,New Danielburgh,Spencershire,"['Deniseport', 'New Kristin', 'North Shaneland', 'Ayalaland']",19.105851566718464,18,bus,5,05:08:42,Weekdays,
R2234,New Taylor,Pattonmouth,"['East John', 'Port Meganport', 'Romeroburgh', 'Gailshire']",11.08348807951031,54,subway,5,14:29:25,Weekdays,Always hour hour hospital executive.
R2235,North Melissachester,New Dylan,"['Macdonaldfurt', 'Bowmanborough']",9.125629930660214,44,subway,1,12:01:06,Weekends,Business glass attorney staff each sound pay.
R2236,North Davidtown,Bankshaven,"['Andersonside', 'Beckerville', 'Maldonadoville', 'Manningport', 'Kimberlybury']",18.62974453104822,60,tram,2,03:30:39,Weekdays,View common treat she artist hospital reality.
R2237,Antonioside,Davisport,"['New Georgeborough', 'East Kyle', 'North Alexandriaburgh', 'East Michaelfort', 'Lake Jenniferbury']",15.549501327957325,15,subway,1,01:18:05,Weekends,Small institution crime machine.
R2238,New Davidstad,Lake Kenneth,"['Stevenfurt', 'North Rachel', 'Charlesshire']",15.482673442667616,56,subway,2,23:02:08,Weekends,
R2239,Markshaven,South Dalemouth,"['Aprilland', 'Kathrynmouth', 'New Donaldmouth', 'Jenningsborough', 'Collinsstad']",6.350576635180422,22,subway,2,12:39:44,Weekdays,
R2240,Smithburgh,Sampsonborough,"['Lake Aaron', 'Stewartborough', 'New Samuel', 'East Jennifer', 'New Christian']",10.291682346965427,53,tram,5,11:59:46,Weekends,Throw nation show artist water century.
R2241,Stephanieborough,Martinezshire,"['Clarkmouth', 'North Alexandra']",15.338424766951913,40,tram,2,05:12:43,Weekdays,
R2242,New Monicaside,Lake Johnburgh,"['Amyport', 'Larryton', 'Smithhaven']",13.11946897122205,30,tram,3,05:45:31,Weekdays,Able entire somebody population anyone.
R2243,Hillbury,New Daniel,"['Lake Matthew', 'South Jason']",15.319953472215722,54,bus,1,03:58:17,Weekdays,Raise major personal.
R2244,Danaburgh,Allisonbury,"['Dawnshire', 'West Thomas']",8.244050406478173,39,tram,1,15:39:08,Weekends,
R2245,Bruceburgh,East Kathrynburgh,"['Royshire', 'Jeffreyville', 'Lake Sandra', 'Duranborough']",13.706307585436637,46,subway,3,17:00:08,Weekends,
R2246,Zacharymouth,Lake Lisaborough,['New Rebekahstad'],9.579215280141575,45,bus,2,09:45:29,Weekends,Myself wear low nor movement treatment range laugh.
R2247,Port Rebecca,Martinville,"['Matthewton', 'Ryanhaven', 'Lesliechester', 'North Charlesbury']",5.266239456821862,18,bus,2,01:34:28,Weekends,Clearly save will condition figure painting may.
R2248,Kevinborough,East Tannerville,"['Lake Lisashire', 'Maryshire', 'East Tony']",10.02673817305201,16,bus,1,23:43:32,Weekdays,Some sit weight couple write before.
R2249,New Linda,Williamsbury,"['East Veronica', 'South Tiffany', 'Calderonshire']",9.065575322847568,35,bus,4,10:54:33,Weekends,
R2250,New Robertfurt,Lauratown,"['Shaunborough', 'West Rebeccamouth', 'East Williamberg', 'North Joshua']",9.704995289674997,46,subway,3,13:33:09,Weekends,
R2251,Lake Katieberg,West Brendanfort,['Gonzalezchester'],10.022476616928849,56,tram,4,06:11:48,Weekends,
R2252,New Amanda,Karenborough,"['Morrisbury', 'South Crystal', 'Thomasfurt', 'North Vincentberg']",17.527966185439496,16,subway,1,10:48:30,Weekends,
R2253,East Shannon,South Julia,"['Smithport', 'Mcdonaldfort', 'New Denise']",13.991946265266874,19,subway,4,18:07:16,Weekends,
R2254,South Leahland,West Patricia,"['Port David', 'North Linda', 'East Derek', 'Nicoletown', 'South Brandon']",8.07697040552836,43,subway,4,21:24:59,Weekdays,Community her fill catch.
R2255,Darrylchester,Walkerland,"['New Andrew', 'Gravesfurt', 'Kimberlytown', 'East Amanda', 'Williamsport']",13.844967584203232,21,subway,5,23:46:50,Weekdays,
R2256,Kerrburgh,Port Cynthiaberg,"['Jasonville', 'Edwardsport']",9.270787719851603,43,tram,5,13:55:27,Weekends,Throughout particularly our push seat ago.
R2257,Watkinsmouth,Deanmouth,"['East Roberttown', 'Brightfort', 'Anthonyville']",6.2672289140782915,25,subway,4,22:15:47,Weekends,Miss speech if case past some.
R2258,West Craigfurt,Barnesmouth,"['Ramseychester', 'East Robert']",18.08239200822947,46,tram,1,06:59:39,Weekdays,
R2259,Michaelport,Krystaltown,"['Dylantown', 'Port Scott', 'North Kathrynville', 'East Johnview', 'Rachelmouth']",9.553923748661049,27,bus,2,22:10:38,Weekends,Enjoy material lead skin.
R2260,Lake Dannyland,Woodsside,"['North Danielle', 'Tonyburgh', 'South Kent']",10.528483120234004,51,bus,3,03:48:27,Weekends,Garden husband treat full.
R2261,Janemouth,Lake William,['South Manuelmouth'],14.386432860615647,47,tram,3,22:21:26,Weekends,Pass sense film accept different walk degree.
R2262,North Jacobfort,Kathleenshire,"['Anthonyville', 'Williamchester', 'Dodsonmouth', 'Ochoaville']",7.432394611725378,15,subway,3,22:05:12,Weekdays,Money body film range during family.
R2263,Shelleyview,Port Nicolechester,"['Perezbury', 'West Timothyview']",7.9899772870457015,46,bus,3,20:55:17,Weekdays,Matter hope turn late away parent economic.
R2264,Drakebury,North Anthonyborough,"['Jeffreyburgh', 'Isaacville']",17.97130353043789,30,tram,5,17:24:02,Weekdays,
R2265,Cartershire,Lake Bryan,"['Petersfurt', 'Burgessberg', 'East Courtneyburgh', 'South Jonathan', 'West Kelli']",10.5695087592865,19,bus,2,12:30:28,Weekends,Ground next most manager catch.
R2266,Danielfurt,East Michaelview,"['Aaronhaven', 'Marshallborough', 'Wadefort', 'Michaelberg']",8.48837711176752,43,subway,4,08:14:20,Weekends,Activity last turn receive partner financial.
R2267,Brewerport,Tammyville,"['East April', 'Riversland']",17.59370370225728,45,bus,2,06:06:23,Weekends,Society within remember say.
R2268,West Joseph,East Christine,"['Lake David', 'Michaelton', 'Solomonberg']",13.65191276188887,54,bus,5,00:38:24,Weekends,Use too home everything listen.
R2269,Janetmouth,Lake Emily,"['Lake Luke', 'North Holly', 'East David']",6.299953948553778,37,tram,3,07:07:23,Weekdays,
R2270,Brownborough,Lake Joshua,"['New Samueltown', 'Scottbury']",11.32141014510174,53,bus,4,16:19:59,Weekdays,
R2271,Hughesland,Newtonbury,['East Amanda'],5.093078398113381,53,tram,1,22:16:15,Weekdays,
R2272,Monicaport,North Crystalchester,"['Staceystad', 'West Louisfort', 'East Susan', 'West Joshuamouth', 'Wolfemouth']",10.896550203004864,46,tram,5,15:36:02,Weekdays,Seven measure none address movement can.
R2273,Gonzalezhaven,Lake Anita,['Stevenville'],18.560110885609127,39,tram,1,20:39:33,Weekdays,Ever worry military behind technology born picture.
R2274,East Deannashire,Barronview,"['Santosville', 'Deborahtown', 'Johnsonshire']",12.413970633631989,50,tram,2,23:56:35,Weekdays,
R2275,North Kennethland,New Timothyport,"['North Brandonchester', 'Kelseyfort']",7.795130894179772,56,subway,1,22:18:49,Weekends,Table indeed simply pick fine.
R2276,West Travisville,Amyberg,"['East Phillip', 'Erikland']",15.357266759454175,27,tram,1,10:43:35,Weekends,
R2277,Hansenmouth,West Brandon,"['Jonesland', 'West Scott']",11.78467817236445,35,bus,4,13:35:09,Weekends,Eat next foot build letter indicate memory.
R2278,New Tanya,Mollyshire,['Carrshire'],5.193791872665605,36,tram,5,08:46:29,Weekends,
R2279,North Patrickville,Hillport,['Port Angela'],9.561138552458015,29,tram,1,15:48:46,Weekends,Give wrong bar staff sister south PM.
R2280,Perezchester,Hudsonhaven,"['New Tracy', 'West Tannerborough', 'North Joseburgh']",14.484414377047937,22,bus,5,09:53:03,Weekdays,
R2281,Port Virginia,Joycefurt,['Jessicaville'],13.450182561620544,33,tram,2,10:56:07,Weekdays,
R2282,Sarahfort,Maddoxfort,"['East Christopher', 'South Rebeccamouth', 'East Karen', 'East Scottburgh', 'Lake Jenniferfurt']",7.614563241066754,18,tram,5,09:45:45,Weekends,
R2283,Williamsshire,Randallfort,"['Glennport', 'Derrickville', 'Bethfort', 'East Larry', 'Port Sandramouth']",8.27531287010722,15,bus,4,22:08:52,Weekdays,
R2284,Port Kristinfort,Morrowton,"['Port Scott', 'Lake Trevor', 'Stevechester', 'Port Lisafort']",10.002437476970805,60,bus,2,17:58:17,Weekends,Check decade over federal sometimes.
R2285,Linbury,East Katherine,"['Santiagoberg', 'South Elizabeth', 'Port Jessicabury', 'Gloverbury', 'South Sharonburgh']",11.232199281355241,25,bus,1,22:44:50,Weekends,
R2286,Angelastad,New Alyssa,"['Port Christopher', 'Port Mark', 'Kellytown', 'Lake Taylor']",17.165192220718897,29,bus,4,22:08:52,Weekdays,
R2287,East Leslie,Emilyberg,"['Shannonport', 'Williamsbury', 'Port Danny', 'Robinsonborough']",17.4769069106608,31,bus,5,08:56:00,Weekdays,Husband fine sound successful.
R2288,East Robert,East Thomas,"['Margaretville', 'West Joelfurt', 'Martinland', 'Campbellton']",6.674027565437005,46,tram,5,04:07:18,Weekends,Heart road discuss many.
R2289,Taylorborough,Michelleshire,"['Martinezmouth', 'Loveshire', 'Lake Lawrence', 'Port Richard', 'Emilyport']",13.24470604610384,22,bus,1,17:13:55,Weekends,Area the green official form very.
R2290,Bradleyburgh,Cindyview,"['Fosterfurt', 'West Cindyland']",15.337756540228703,50,tram,3,01:51:55,Weekends,
R2291,Salazartown,East Elizabethstad,"['Harveyfort', 'South Jamesview', 'New Coreyton']",16.321107076387328,29,subway,1,19:55:15,Weekdays,
R2292,West Samanthashire,Patriciaberg,['West Craigfort'],17.213209787251344,38,tram,5,18:54:09,Weekdays,Stand hospital pull give color board.
R2293,New Samuel,Bradleyside,"['Joshuaside', 'Simston', 'Christopherhaven', 'North Stephenborough', 'Evanston']",7.594977816675199,17,subway,1,12:29:46,Weekdays,
R2294,Rachaelchester,Ellenland,"['Christopherhaven', 'South Brenda', 'Torresport']",15.802222607465575,24,bus,1,09:44:05,Weekends,Perhaps outside interest answer effect.
R2295,Amybury,North Thomas,"['North Jenniferton', 'East Amystad', 'Port Audreyfurt', 'North Kathrynmouth', 'South Kendra']",16.81358335797775,35,tram,2,18:04:46,Weekends,
R2296,Lake Ryanshire,Lake Ann,"['Spearsview', 'Port Susanton', 'North Kimberly', 'East Jack']",12.120190203412513,47,subway,3,12:37:44,Weekdays,
R2297,Martinezmouth,Lake Annaland,"['Lake Sarah', 'Matthewmouth']",13.618754714438737,19,subway,2,12:08:54,Weekdays,
R2298,East Katiehaven,Elizabethport,"['Lake Sandra', 'Erinport', 'Williamville']",15.834137565336855,26,tram,4,21:19:28,Weekdays,
R2299,Melissastad,Kellymouth,"['Mckenziestad', 'East Micheleland']",14.618800482693151,45,tram,1,22:05:15,Weekends,Trial eight ability under he research effort I.
R2300,Anthonyhaven,Susanburgh,['Edwardmouth'],13.190307303536006,22,bus,4,01:17:50,Weekends,Explain table provide hear worker.
R2301,Lake David,Montoyamouth,"['South Amandamouth', 'South Loretta', 'Jamesmouth', 'Websterville', 'Reginaberg']",9.376001467399112,38,tram,1,09:55:14,Weekdays,
R2302,Sandraborough,Lake Meganborough,['Port Andreahaven'],9.324544000428626,36,tram,1,13:54:16,Weekends,Same lead voice story difference.
R2303,Rodriguezfort,Michaelton,"['New Austinshire', 'South Stevenside', 'Davidmouth', 'Glenborough', 'East Dylan']",11.05474048450385,27,subway,1,01:57:19,Weekdays,
R2304,East Mitchellmouth,East Edward,"['Lake Dawnmouth', 'Ortizmouth', 'East David', 'Nguyenburgh', 'Lake Amandachester']",10.873968596009647,44,bus,2,14:52:49,Weekdays,Produce policy brother movement huge.
R2305,Darrenstad,Jenningsside,"['West Jeffrey', 'Isabelville', 'Harrisonhaven']",11.38744331802821,37,tram,4,22:17:16,Weekdays,
R2306,New Kristinburgh,Hurstbury,"['South Christineview', 'New Kellyport']",13.387108143475091,20,bus,5,23:51:53,Weekdays,
R2307,Pamelaton,North Christopherfort,"['Conleyville', 'Petermouth', 'Port Kennethtown']",6.776757679652338,59,tram,3,16:15:10,Weekends,Threat development vote environment.
R2308,West Jeffreyview,North Amanda,"['Shanebury', 'North Stevenfurt']",15.19338545191545,20,bus,5,11:25:13,Weekends,Issue relationship watch actually product area billion at.
R2309,North Jeff,Taylorchester,"['West Matthewview', 'Sanchezshire', 'Crawfordview']",11.905259300155546,58,bus,1,15:14:24,Weekends,Least recently season them ahead.
R2310,New Tina,Tapiaport,"['Timothybury', 'South Mariah', 'Lake Tabithastad', 'Erinmouth', 'Hernandezmouth']",8.38689477496782,53,subway,3,06:50:45,Weekends,
R2311,Mckinneyview,Port Denisefurt,"['North Philip', 'South Cynthia', 'Gonzalezview', 'Bradleyport']",14.749809487917682,38,bus,2,19:19:13,Weekends,
R2312,Hornborough,Lake Michael,"['North Rachelbury', 'Julianfort', 'Lake William', 'West Raymondborough']",11.711329291723608,44,subway,4,04:04:12,Weekdays,Environmental region parent.
R2313,Brockfort,West Lori,"['North Lisa', 'West Jennifertown', 'Patrickmouth', 'South Michael', 'Williamville']",10.21605670044844,28,bus,2,04:49:53,Weekends,Key still to rather.
R2314,Port Michael,West Scotttown,"['Houstonside', 'New Thomasport']",18.10706569330059,33,subway,4,19:16:17,Weekends,Relate serve scene form foot hotel trade.
R2315,Josephfurt,New Phillip,"['Marshallview', 'Lake Christopherborough', 'East Christina', 'Garrisonmouth']",19.321818026689936,60,bus,5,06:04:21,Weekends,Purpose memory itself east response poor.
R2316,Hollowayton,Smithville,"['West Christopher', 'Christopherside', 'Port Carla', 'Lisachester', 'North Richardport']",10.219272783200626,25,bus,3,13:27:04,Weekends,
R2317,New Jasmineport,South Rick,"['Port Stephanieshire', 'Andersonhaven', 'Weaverfurt']",7.577757135927153,50,subway,2,08:55:16,Weekends,
R2318,Port Dan,Lake Tonya,"['Raybury', 'North Megan']",8.894422756009464,15,tram,1,14:12:10,Weekends,
R2319,Port Lydia,Port Cynthia,['East Matthew'],6.123871955698779,57,bus,2,01:56:09,Weekdays,Would whatever present control step entire.
R2320,Kristintown,Rubenville,"['West Christopher', 'Lake Stephenchester', 'Port Joshuastad']",14.510040897444622,29,subway,2,11:23:21,Weekends,
R2321,North Laura,East Jason,"['Stanleyton', 'New Bruceland', 'Richardhaven', 'New James']",11.900862070821592,32,tram,5,05:42:38,Weekdays,News someone discover friend election rise analysis.
R2322,Oliverfort,North Michellemouth,"['Jamesfurt', 'New Alex']",14.652007895503392,47,bus,5,15:10:26,Weekends,
R2323,Lake Clinton,South Matthewville,"['Lake Matthewfurt', 'Julianport', 'Tammyborough', 'East Eric']",14.798146339986776,28,subway,3,04:27:56,Weekends,
R2324,Lake Alexander,Timothyfort,"['South Kendra', 'New Ronaldmouth']",16.821937942186846,33,bus,4,03:21:56,Weekdays,Soldier while firm research receive body four table.
R2325,Bakerview,East Thomasburgh,"['Glovermouth', 'Kempborough', 'Davidburgh']",5.700458298335943,19,tram,1,03:06:37,Weekends,Might network listen side good.
R2326,Port Rita,Hannahstad,['Lake Stephenborough'],5.1166360313203985,18,bus,3,16:50:26,Weekdays,Audience ten her design American.
R2327,Morrisstad,South Lindatown,"['New Crystal', 'Johnsonburgh', 'Nicolemouth', 'Port Blakefurt', 'Prattport']",5.92745549276327,25,subway,3,21:21:01,Weekdays,Place stand try blood student start miss.
R2328,Rhodesmouth,Nancychester,"['Katherinemouth', 'West Edward', 'East Shannonbury']",14.447101390169092,57,tram,4,00:42:17,Weekends,
R2329,Jennifermouth,Markbury,"['East Eduardo', 'Douglasland', 'Romanview', 'Lake Isabellaside', 'West Benjamin']",7.759050663088572,49,subway,5,13:11:34,Weekdays,
R2330,Patrickfort,West Robert,"['East Sara', 'Millsport']",17.54320811816548,24,subway,1,22:42:22,Weekdays,Almost sound cultural old piece even medical difference.
R2331,Toddfurt,Karenport,"['Amandaton', 'North Kimberly']",6.054270627597712,23,subway,1,18:13:11,Weekends,
R2332,West Kimberly,Moorestad,['Hurstview'],9.982410974316263,21,subway,4,19:55:34,Weekends,American kind country something race.
R2333,Lake Susan,Derektown,"['Johnnyside', 'New Ellenport', 'South Susanborough']",6.999654284775362,26,tram,3,11:53:14,Weekdays,Site thus instead firm.
R2334,North Holly,West Stephen,"['Hinesside', 'Sergioberg']",14.223273819181145,33,bus,5,07:17:09,Weekends,Major ten beautiful too almost.
R2335,Jenniferstad,New Donna,"['Adamchester', 'Ryanburgh']",9.299177997568211,43,subway,3,15:11:56,Weekdays,
R2336,Smithton,East Dustin,"['Jamesstad', 'Medinaberg', 'West David']",13.91141709516137,17,subway,1,11:13:19,Weekdays,Management official white and measure source into.
R2337,North Johnberg,Jamiehaven,"['New Joseview', 'West Robin', 'Luisborough', 'Brandonfurt']",10.251895978456279,37,bus,1,05:18:30,Weekdays,Four thought need including story want may.
R2338,West Isabella,Shawfurt,"['Walkerchester', 'Priceport', 'Richardsonport']",9.681571405007286,23,subway,1,12:52:24,Weekdays,
R2339,North Amandaville,Pattonfurt,"['Sandovalview', 'East Andrewview', 'Bishopchester', 'Bensonmouth', 'Lake Stacey']",7.566038890553055,50,tram,1,19:43:20,Weekdays,Where item lot know already.
R2340,Tatestad,Laurahaven,['Christopherfurt'],5.183910882603133,41,tram,4,13:13:26,Weekends,Live station management who hot according soon.
R2341,Rileyside,New Todd,"['East Williamview', 'Debbieshire']",18.521514386580748,18,tram,4,09:04:54,Weekends,
R2342,East Rebeccafurt,North Karaville,['Allisonmouth'],11.148891046428817,36,subway,2,17:47:20,Weekends,Around hand at during I.
R2343,Vazquezburgh,New Justin,"['Baileystad', 'Shelleyhaven', 'Lake Nicholasside']",14.818579557899657,22,subway,3,15:00:47,Weekends,There fall very want exist.
R2344,Jenniferville,West Tyrone,['New Johnland'],14.681589868105313,57,bus,5,07:51:39,Weekdays,
R2345,West Gabriellebury,Johnmouth,"['Beckbury', 'Fitzgeraldmouth', 'Chapmantown', 'South Mariah']",14.411004415976334,15,bus,3,04:46:03,Weekdays,While tonight charge evening hear.
R2346,Port Lindseyville,Kleinborough,"['Lake Rodney', 'Port David', 'East Davidberg']",10.095876433783666,57,bus,3,11:49:36,Weekends,
R2347,Hallfurt,Derekport,"['New Emmashire', 'Robinsonmouth', 'Thomasfort']",13.399202547359321,29,tram,3,01:19:44,Weekdays,
R2348,Pereztown,North Larryland,"['New Mitchell', 'Kimfurt', 'Woodborough', 'Whitebury', 'Taylorchester']",7.107105318018829,23,subway,1,07:59:16,Weekends,
R2349,Port Samanthastad,Nicoleview,"['Deborahstad', 'Spenceland', 'Smithville', 'East Joseph', 'Zavalafort']",10.521013193699021,57,subway,3,22:55:36,Weekends,
R2350,South Brian,North Josephshire,"['Porterborough', 'East Brian', 'South Lisa', 'Millsshire']",11.898059169623794,15,subway,4,18:55:15,Weekends,Why help hand traditional tax will.
R2351,West Angela,Jensenmouth,"['New David', 'Susanton', 'South Bridget', 'Moonfurt', 'North Karen']",14.653404575111782,58,tram,2,17:00:48,Weekends,Movement fall phone again good.
R2352,Cherylburgh,Port Randy,"['New Annefurt', 'Crawfordstad', 'West Jeffrey', 'West Dawn']",19.488334688136334,46,tram,5,15:17:08,Weekdays,Safe quickly number Mrs drop themselves put.
R2353,Mendozaborough,New Austinton,"['East Darrell', 'Kingview', 'East Christophermouth', 'West Casey', 'Andrewport']",7.399761624685876,35,bus,2,20:19:40,Weekends,
R2354,Kellyfort,Brandonchester,"['Mariohaven', 'Port Christophermouth']",17.23714897022807,50,subway,5,22:51:41,Weekends,Good discover physical close pattern second huge news.
R2355,New Kathleenton,New Jessicamouth,"['Kevinport', 'Davischester', 'South Tony', 'North Stevenside', 'Port Audreyview']",8.99297033156221,45,tram,3,22:37:45,Weekdays,
R2356,Lake Alexander,Stewartton,"['Mckinneystad', 'Basshaven', 'New Andrewside', 'Rachelside']",6.822812223602025,31,bus,1,07:23:19,Weekdays,
